Datetime,tempm,tempi,dewptm,dewpti,hum,wspdm,wspdi,wgustm,wgusti,wdird,wdire,vism,visi,pressurem,pressurei,windchillm,windchilli,heatindexm,heatindexi,precipm,precipi,conds,icon,fog,rain,snow,hail,thunder,tornado
01/05/16 07:51,9.4,48.9,2.2,36,61,11.1,6.9,-9999,-9999,170,South,16.1,10,1023.1,30.22,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
01/05/16 08:51,8.9,48,5,41,77,0,0,-9999,-9999,0,North,9.7,6,1023.9,30.24,-999,-999,-9999,-9999,0.3,0.01,Light Rain,rain,0,1,0,0,0,0
01/05/16 09:51,8.3,46.9,6.1,43,86,5.6,3.5,-9999,-9999,0,Variable,8,5,1023.2,30.22,-999,-999,-9999,-9999,1.3,0.05,Light Rain,rain,0,1,0,0,0,0
01/05/16 10:48,9,48.2,6,42.8,82,11.1,6.9,-9999,-9999,150,SSE,8,5,1023.6,30.23,-999,-999,-9999,-9999,0.8,0.03,Light Rain,rain,0,1,0,0,0,0
01/05/16 10:51,8.9,48,6.7,44.1,86,9.3,5.8,-9999,-9999,0,Variable,9.7,6,1022.7,30.2,-999,-999,-9999,-9999,0.8,0.03,Light Rain,rain,0,1,0,0,0,0
01/05/16 11:16,8.9,48,5.6,42.1,80,0,0,-9999,-9999,0,North,16.1,10,1023.6,30.23,-999,-999,-9999,-9999,0,0,Overcast,cloudy,0,0,0,0,0,0
01/05/16 11:23,8.9,48,6.1,43,83,7.4,4.6,-9999,-9999,0,Variable,16.1,10,1023.6,30.23,-999,-999,-9999,-9999,0,0,Overcast,cloudy,0,0,0,0,0,0
01/05/16 11:51,8.3,46.9,6.1,43,86,13,8.1,-9999,-9999,160,SSE,4,2.5,1022.2,30.19,-999,-999,-9999,-9999,0.5,0.02,Light Rain,rain,0,1,0,0,0,0
01/05/16 11:59,8.3,46.9,6.1,43,86,9.3,5.8,-9999,-9999,0,Variable,8,5,1022.9,30.21,-999,-999,-9999,-9999,0.3,0.01,Light Rain,rain,0,1,0,0,0,0
01/05/16 12:51,8.3,46.9,6.1,43,86,-9999,-9999,-9999,-9999,0,North,11.3,7,1021.7,30.17,-999,-999,-9999,-9999,0.8,0.03,Light Rain,rain,0,1,0,0,0,0
01/05/16 13:25,8.3,46.9,5.6,42.1,83,13,8.1,29.6,18.4,160,SSE,16.1,10,1022.2,30.19,-999,-999,-9999,-9999,0,0,Overcast,cloudy,0,0,0,0,0,0
01/05/16 13:51,8.9,48,6.1,43,83,9.3,5.8,-9999,-9999,0,Variable,16.1,10,1021.2,30.16,-999,-999,-9999,-9999,0,0,Overcast,cloudy,0,0,0,0,0,0
01/05/16 14:04,8.9,48,6.1,43,83,5.6,3.5,-9999,-9999,0,Variable,16.1,10,1021.6,30.17,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
01/05/16 14:51,8.9,48,5.6,42.1,80,9.3,5.8,-9999,-9999,0,Variable,16.1,10,1020.8,30.15,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
01/05/16 15:51,9.4,48.9,5,41,74,5.6,3.5,-9999,-9999,0,Variable,16.1,10,1020.5,30.14,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
01/05/16 16:51,8.9,48,6.1,43,83,9.3,5.8,-9999,-9999,0,Variable,11.3,7,1020,30.12,-999,-999,-9999,-9999,0.3,0.01,Light Rain,rain,0,1,0,0,0,0
01/05/16 16:59,8.9,48,6.1,43,83,11.1,6.9,-9999,-9999,100,East,11.3,7,1020.5,30.14,-999,-999,-9999,-9999,0,0,Light Rain,rain,0,1,0,0,0,0
01/05/16 17:49,9,48.2,7,44.6,87,11.1,6.9,-9999,-9999,70,ENE,3.2,2,1020.2,30.13,-999,-999,-9999,-9999,0,0,Light Rain,rain,0,1,0,0,0,0
01/05/16 17:51,8.9,48,7.2,45,89,9.3,5.8,-9999,-9999,0,Variable,3.2,2,1019.6,30.11,-999,-999,-9999,-9999,0,0,Light Rain,rain,0,1,0,0,0,0
01/05/16 18:09,8.9,48,7.2,45,89,9.3,5.8,-9999,-9999,60,ENE,6.4,4,1020.2,30.13,-999,-999,-9999,-9999,0.3,0.01,Overcast,cloudy,0,0,0,0,0,0
01/05/16 18:21,8.9,48,7.8,46,93,7.4,4.6,-9999,-9999,80,East,3.2,2,1020.2,30.13,-999,-999,-9999,-9999,0.3,0.01,Overcast,cloudy,0,0,0,0,0,0
01/05/16 18:35,8.9,48,7.2,45,89,13,8.1,-9999,-9999,70,ENE,2.8,1.8,1020.2,30.13,-999,-999,-9999,-9999,0.3,0.01,Overcast,cloudy,0,0,0,0,0,0
01/05/16 18:51,8.3,46.9,7.2,45,93,14.8,9.2,-9999,-9999,70,ENE,2.8,1.8,1019.3,30.1,-999,-999,-9999,-9999,0.3,0.01,Overcast,cloudy,0,0,0,0,0,0
01/05/16 19:15,8.3,46.9,7.2,45,93,7.4,4.6,-9999,-9999,0,Variable,3.2,2,1019.9,30.12,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
01/05/16 19:29,8.3,46.9,7.2,45,93,18.5,11.5,-9999,-9999,70,ENE,2.4,1.5,1019.9,30.12,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
01/05/16 19:39,8.3,46.9,7.2,45,93,14.8,9.2,-9999,-9999,70,ENE,4.8,3,1019.9,30.12,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
01/05/16 19:47,8,46.4,7,44.6,93,14.8,9.2,-9999,-9999,60,ENE,4,2.5,1020.2,30.13,5.5,41.9,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
01/05/16 19:51,8.3,46.9,6.7,44.1,90,14.8,9.2,-9999,-9999,60,ENE,4.8,3,1019.4,30.11,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
01/05/16 20:51,7.2,45,5.6,42.1,90,14.8,9.2,-9999,-9999,80,East,9.7,6,1019.6,30.11,4.5,40.1,-9999,-9999,0,0,Overcast,cloudy,0,0,0,0,0,0
01/05/16 21:51,7.2,45,5.6,42.1,90,11.1,6.9,-9999,-9999,0,Variable,12.9,8,1019,30.09,5.1,41.2,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
01/05/16 22:51,7.2,45,5.6,42.1,90,9.3,5.8,-9999,-9999,0,Variable,14.5,9,1018.8,30.09,5.5,41.8,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
01/05/16 23:51,7.8,46,6.7,44.1,93,0,0,-9999,-9999,0,North,4.8,3,1018.9,30.09,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
02/05/16 00:51,7.8,46,6.1,43,89,9.3,5.8,-9999,-9999,70,ENE,6.4,4,1018.2,30.07,6.2,43.1,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
02/05/16 01:51,7.2,45,6.1,43,93,7.4,4.6,-9999,-9999,30,NNE,6.4,4,1017.3,30.04,5.9,42.6,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
02/05/16 02:51,7.2,45,6.1,43,93,0,0,-9999,-9999,0,North,4.8,3,1017.2,30.04,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
02/05/16 03:03,7.2,45,6.1,43,93,0,0,-9999,-9999,0,North,4,2.5,1018.2,30.07,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
02/05/16 03:14,7.2,45,5.6,42.1,90,0,0,-9999,-9999,0,North,4.8,3,1017.8,30.06,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
02/05/16 03:24,7.2,45,6.1,43,93,5.6,3.5,-9999,-9999,50,NE,4,2.5,1017.8,30.06,6.4,43.5,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
02/05/16 03:51,7.2,45,6.1,43,93,7.4,4.6,-9999,-9999,0,Variable,4.8,3,1016.8,30.03,5.9,42.6,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
02/05/16 04:11,7.8,46,6.1,43,89,9.3,5.8,-9999,-9999,50,NE,4,2.5,1017.2,30.04,6.2,43.1,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
02/05/16 04:18,7.8,46,6.1,43,89,7.4,4.6,-9999,-9999,50,NE,4.8,3,1017.2,30.04,6.6,43.9,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
02/05/16 04:51,7.8,46,6.1,43,89,5.6,3.5,-9999,-9999,0,Variable,4.8,3,1016.2,30.01,7.1,44.8,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
02/05/16 05:51,7.8,46,6.1,43,89,7.4,4.6,-9999,-9999,0,Variable,4.8,3,1016.3,30.01,6.6,43.9,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
02/05/16 06:11,7.8,46,6.1,43,89,0,0,-9999,-9999,0,North,6.4,4,1017.2,30.04,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
02/05/16 06:51,7.8,46,6.1,43,89,5.6,3.5,-9999,-9999,0,Variable,6.4,4,1016.1,30.01,7.1,44.8,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
02/05/16 07:51,8.3,46.9,6.7,44.1,90,11.1,6.9,-9999,-9999,60,ENE,4.8,3,1015.7,30,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
02/05/16 08:23,8.9,48,7.2,45,89,7.4,4.6,-9999,-9999,0,Variable,6.4,4,1016.1,30.01,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
02/05/16 08:51,8.9,48,7.2,45,89,0,0,-9999,-9999,0,North,4.8,3,1016,30.01,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
02/05/16 08:57,8.9,48,7.2,45,89,0,0,-9999,-9999,0,North,4,2.5,1016.5,30.02,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
02/05/16 09:08,9.4,48.9,7.2,45,86,5.6,3.5,-9999,-9999,0,Variable,4.8,3,1016.5,30.02,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
02/05/16 09:51,9.4,48.9,7.2,45,86,5.6,3.5,-9999,-9999,260,West,6.4,4,1016.3,30.01,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
02/05/16 10:21,10,50,8.3,46.9,89,0,0,-9999,-9999,0,North,4.8,3,1016.1,30.01,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
02/05/16 10:29,10,50,8.3,46.9,89,0,0,-9999,-9999,0,North,4,2.5,1015.8,30,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
02/05/16 10:37,10.6,51.1,8.3,46.9,86,0,0,-9999,-9999,0,North,4.8,3,1015.5,29.99,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
02/05/16 10:51,11.1,52,8.3,46.9,83,9.3,5.8,-9999,-9999,150,SSE,6.4,4,1014,29.95,-999,-999,-9999,-9999,-9999,-9999,Haze,hazy,0,0,0,0,0,0
02/05/16 11:11,10.6,51.1,7.8,46,83,0,0,-9999,-9999,0,North,6.4,4,1015.5,29.99,-999,-999,-9999,-9999,-9999,-9999,Haze,hazy,0,0,0,0,0,0
02/05/16 11:18,11.1,52,8.3,46.9,83,5.6,3.5,-9999,-9999,170,South,6.4,4,1015.1,29.98,-999,-999,-9999,-9999,-9999,-9999,Haze,hazy,0,0,0,0,0,0
02/05/16 11:51,11.1,52,8.3,46.9,83,0,0,-9999,-9999,0,North,9.7,6,1014.5,29.96,-999,-999,-9999,-9999,-9999,-9999,Haze,hazy,0,0,0,0,0,0
02/05/16 12:51,11.7,53.1,8.9,48,83,0,0,-9999,-9999,0,North,11.3,7,1014,29.95,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
02/05/16 13:51,12.8,55,8.9,48,77,0,0,-9999,-9999,0,North,9.7,6,1013.5,29.93,-999,-999,-9999,-9999,-9999,-9999,Haze,hazy,0,0,0,0,0,0
02/05/16 14:36,13.9,57,8.9,48,72,0,0,-9999,-9999,0,North,11.3,7,1013.8,29.94,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
02/05/16 14:51,13.3,55.9,8.9,48,75,5.6,3.5,-9999,-9999,0,Variable,12.9,8,1013.1,29.92,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
02/05/16 15:36,13.9,57,9.4,48.9,74,0,0,-9999,-9999,0,North,11.3,7,1013.4,29.93,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
02/05/16 15:51,13.9,57,9.4,48.9,74,5.6,3.5,-9999,-9999,280,West,9.7,6,1012.3,29.9,-999,-999,-9999,-9999,-9999,-9999,Haze,hazy,0,0,0,0,0,0
02/05/16 16:16,15,59,9.4,48.9,69,0,0,-9999,-9999,0,North,9.7,6,1012.8,29.91,-999,-999,-9999,-9999,-9999,-9999,Haze,hazy,0,0,0,0,0,0
02/05/16 16:51,14.4,57.9,9.4,48.9,72,0,0,-9999,-9999,0,North,8,5,1012.2,29.89,-999,-999,-9999,-9999,-9999,-9999,Haze,hazy,0,0,0,0,0,0
02/05/16 17:51,15,59,10,50,72,5.6,3.5,-9999,-9999,0,Variable,9.7,6,1012.5,29.9,-999,-999,-9999,-9999,-9999,-9999,Haze,hazy,0,0,0,0,0,0
02/05/16 18:08,15,59,10,50,72,0,0,-9999,-9999,0,North,9.7,6,1013.1,29.92,-999,-999,-9999,-9999,-9999,-9999,Haze,hazy,0,0,0,0,0,0
02/05/16 18:37,15,59,10.6,51.1,75,0,0,-9999,-9999,0,North,9.7,6,1013.4,29.93,-999,-999,-9999,-9999,-9999,-9999,Haze,hazy,0,0,0,0,0,0
02/05/16 18:51,15,59,10.6,51.1,75,5.6,3.5,-9999,-9999,260,West,9.7,6,1012.5,29.9,-999,-999,-9999,-9999,-9999,-9999,Haze,hazy,0,0,0,0,0,0
02/05/16 19:51,14.4,57.9,10.6,51.1,78,0,0,-9999,-9999,0,North,9.7,6,1013.4,29.93,-999,-999,-9999,-9999,-9999,-9999,Haze,hazy,0,0,0,0,0,0
02/05/16 20:51,13.3,55.9,10.6,51.1,84,0,0,-9999,-9999,0,North,11.3,7,1013,29.92,-999,-999,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
02/05/16 21:51,13.9,57,10.6,51.1,81,0,0,-9999,-9999,0,North,11.3,7,1013.6,29.94,-999,-999,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
02/05/16 22:51,13.9,57,10.6,51.1,81,5.6,3.5,-9999,-9999,360,North,11.3,7,1013.7,29.94,-999,-999,-9999,-9999,-9999,-9999,Clear,clear,0,0,0,0,0,0
02/05/16 23:51,13.9,57,11.1,52,83,0,0,-9999,-9999,0,North,9.7,6,1013.8,29.94,-999,-999,-9999,-9999,0,0,Light Rain,rain,0,1,0,0,0,0
03/05/16 00:51,12.8,55,11.7,53.1,93,0,0,-9999,-9999,0,North,3.2,2,1013.3,29.93,-999,-999,-9999,-9999,1,0.04,Light Rain,rain,0,1,0,0,0,0
03/05/16 01:18,12.8,55,11.7,53.1,93,7.4,4.6,-9999,-9999,80,East,4.8,3,1013.4,29.93,-999,-999,-9999,-9999,0.5,0.02,Light Rain,rain,0,1,0,0,0,0
03/05/16 01:27,12.8,55,11.7,53.1,93,5.6,3.5,-9999,-9999,120,ESE,4,2.5,1013.8,29.94,-999,-999,-9999,-9999,0.8,0.03,Light Rain,rain,0,1,0,0,0,0
03/05/16 01:38,12.2,54,11.1,52,93,11.1,6.9,-9999,-9999,170,South,4.8,3,1013.8,29.94,-999,-999,-9999,-9999,0.8,0.03,Light Rain,rain,0,1,0,0,0,0
03/05/16 01:51,11.7,53.1,11.1,52,96,0,0,-9999,-9999,0,North,4.8,3,1012.7,29.91,-999,-999,-9999,-9999,1,0.04,Light Rain,rain,0,1,0,0,0,0
03/05/16 01:54,11.7,53.1,11.1,52,96,0,0,-9999,-9999,0,North,4,2.5,1013.4,29.93,-999,-999,-9999,-9999,0,0,Light Rain,rain,0,1,0,0,0,0
03/05/16 02:11,12.2,54,11.1,52,93,7.4,4.6,-9999,-9999,50,NE,2.8,1.8,1012.8,29.91,-999,-999,-9999,-9999,0.8,0.03,Light Rain,rain,0,1,0,0,0,0
03/05/16 02:24,12.2,54,11.1,52,93,0,0,-9999,-9999,0,North,3.2,2,1012.8,29.91,-999,-999,-9999,-9999,1,0.04,Light Rain,rain,0,1,0,0,0,0
03/05/16 02:34,11.7,53.1,11.1,52,96,5.6,3.5,-9999,-9999,100,East,3.2,2,1012.4,29.9,-999,-999,-9999,-9999,1.5,0.06,Light Rain,rain,0,1,0,0,0,0
03/05/16 02:44,11.7,53.1,10.6,51.1,93,7.4,4.6,-9999,-9999,110,ESE,4.8,3,1012.4,29.9,-999,-999,-9999,-9999,1.8,0.07,Light Rain,rain,0,1,0,0,0,0
03/05/16 02:51,11.7,53.1,10.6,51.1,93,5.6,3.5,-9999,-9999,0,Variable,4,2.5,1011.6,29.88,-999,-999,-9999,-9999,1.8,0.07,Light Rain,rain,0,1,0,0,0,0
03/05/16 02:58,11.7,53.1,10.6,51.1,93,9.3,5.8,-9999,-9999,0,Variable,3.2,2,1012.4,29.9,-999,-999,-9999,-9999,0.5,0.02,Rain,rain,0,1,0,0,0,0
03/05/16 03:12,11.7,53.1,10.6,51.1,93,7.4,4.6,-9999,-9999,0,Variable,3.2,2,1012.4,29.9,-999,-999,-9999,-9999,1,0.04,Rain,rain,0,1,0,0,0,0
03/05/16 03:32,11.7,53.1,11.1,52,96,0,0,-9999,-9999,0,North,4,2.5,1012.4,29.9,-999,-999,-9999,-9999,1.5,0.06,Light Rain,rain,0,1,0,0,0,0
03/05/16 03:51,11.7,53.1,10.6,51.1,93,7.4,4.6,-9999,-9999,70,ENE,4,2.5,1011.3,29.87,-999,-999,-9999,-9999,2,0.08,Light Rain,rain,0,1,0,0,0,0
03/05/16 04:23,11.7,53.1,10.6,51.1,93,5.6,3.5,-9999,-9999,0,Variable,2.8,1.8,1011.7,29.88,-999,-999,-9999,-9999,1.5,0.06,Rain,rain,0,1,0,0,0,0
03/05/16 04:32,11.7,53.1,10.6,51.1,93,5.6,3.5,-9999,-9999,0,Variable,3.2,2,1011.7,29.88,-999,-999,-9999,-9999,2,0.08,Rain,rain,0,1,0,0,0,0
03/05/16 04:51,11.7,53.1,10.6,51.1,93,7.4,4.6,-9999,-9999,0,Variable,3.2,2,1010.9,29.86,-999,-999,-9999,-9999,3.3,0.13,Rain,rain,0,1,0,0,0,0
03/05/16 05:19,11.1,52,10.6,51.1,97,7.4,4.6,-9999,-9999,0,Variable,4.8,3,1012.1,29.89,-999,-999,-9999,-9999,1.3,0.05,Light Rain,rain,0,1,0,0,0,0
03/05/16 05:51,11.1,52,10,50,93,9.3,5.8,-9999,-9999,130,SE,4,2.5,1011.8,29.88,-999,-999,-9999,-9999,2.8,0.11,Rain,rain,0,1,0,0,0,0
03/05/16 06:05,10.6,51.1,10,50,96,7.4,4.6,-9999,-9999,110,ESE,3.2,2,1012.1,29.89,-999,-999,-9999,-9999,1.3,0.05,Rain,rain,0,1,0,0,0,0
03/05/16 06:21,10.6,51.1,10,50,96,5.6,3.5,-9999,-9999,0,Variable,8,5,1012.1,29.89,-999,-999,-9999,-9999,2.3,0.09,Light Rain,rain,0,1,0,0,0,0
03/05/16 06:26,10.6,51.1,10,50,96,5.6,3.5,-9999,-9999,0,Variable,8,5,1012.4,29.9,-999,-999,-9999,-9999,2.3,0.09,Light Rain,rain,0,1,0,0,0,0
03/05/16 06:35,10.6,51.1,10,50,96,13,8.1,-9999,-9999,80,East,9.7,6,1012.1,29.89,-999,-999,-9999,-9999,2.3,0.09,Light Rain,rain,0,1,0,0,0,0
03/05/16 06:51,11.1,52,10,50,93,9.3,5.8,-9999,-9999,0,Variable,6.4,4,1011.4,29.87,-999,-999,-9999,-9999,2.8,0.11,Light Rain,rain,0,1,0,0,0,0
03/05/16 07:37,11.1,52,10,50,93,13,8.1,-9999,-9999,70,ENE,9.7,6,1012.1,29.89,-999,-999,-9999,-9999,0.3,0.01,Light Rain,rain,0,1,0,0,0,0
03/05/16 07:51,11.1,52,10,50,93,11.1,6.9,-9999,-9999,0,Variable,8,5,1011.5,29.87,-999,-999,-9999,-9999,0.3,0.01,Light Rain,rain,0,1,0,0,0,0
03/05/16 08:51,11.1,52,10,50,93,11.1,6.9,-9999,-9999,0,Variable,8,5,1011.2,29.86,-999,-999,-9999,-9999,0.3,0.01,Light Rain,rain,0,1,0,0,0,0
03/05/16 09:51,11.1,52,9.4,48.9,89,13,8.1,-9999,-9999,80,East,4.8,3,1010.7,29.85,-999,-999,-9999,-9999,0.5,0.02,Light Rain,rain,0,1,0,0,0,0
03/05/16 10:06,11.1,52,9.4,48.9,89,13,8.1,-9999,-9999,70,ENE,3.2,2,1011.7,29.88,-999,-999,-9999,-9999,0,0,Light Rain,rain,0,1,0,0,0,0
03/05/16 10:13,11.1,52,10,50,93,11.1,6.9,-9999,-9999,90,East,2.4,1.5,1011.7,29.88,-999,-999,-9999,-9999,0.3,0.01,Light Rain,rain,0,1,0,0,0,0
03/05/16 10:51,10.6,51.1,9.4,48.9,92,16.7,10.4,-9999,-9999,70,ENE,2.8,1.8,1011.1,29.86,-999,-999,-9999,-9999,0.5,0.02,Light Rain,rain,0,1,0,0,0,0
03/05/16 11:10,11.1,52,9.4,48.9,89,14.8,9.2,27.8,17.3,80,East,3.2,2,1011.7,29.88,-999,-999,-9999,-9999,0,0,Light Rain,rain,0,1,0,0,0,0
03/05/16 11:48,11,51.8,10,50,94,11.1,6.9,-9999,-9999,0,Variable,6.4,4,1011.7,29.88,-999,-999,-9999,-9999,0.3,0.01,Overcast,cloudy,0,0,0,0,0,0
03/05/16 11:51,11.1,52,10,50,93,13,8.1,-9999,-9999,90,East,6.4,4,1010.6,29.85,-999,-999,-9999,-9999,0.3,0.01,Overcast,cloudy,0,0,0,0,0,0
03/05/16 12:51,11.1,52,9.4,48.9,89,16.7,10.4,27.8,17.3,70,ENE,12.9,8,1010.2,29.83,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
03/05/16 13:51,10.6,51.1,8.9,48,89,13,8.1,27.8,17.3,80,East,12.9,8,1010.2,29.83,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
03/05/16 14:51,11.1,52,9.4,48.9,89,16.7,10.4,25.9,16.1,60,ENE,6.4,4,1009.7,29.82,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
03/05/16 15:26,11.7,53.1,8.9,48,83,14.8,9.2,-9999,-9999,70,ENE,14.5,9,1010.4,29.84,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
03/05/16 15:51,11.7,53.1,9.4,48.9,86,11.1,6.9,-9999,-9999,50,NE,16.1,10,1009.8,29.82,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
03/05/16 16:51,12.2,54,8.9,48,80,14.8,9.2,-9999,-9999,70,ENE,16.1,10,1009.4,29.81,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
03/05/16 17:51,12.2,54,8.9,48,80,13,8.1,-9999,-9999,80,East,16.1,10,1009.7,29.82,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
03/05/16 18:04,12.2,54,8.9,48,80,7.4,4.6,-9999,-9999,70,ENE,16.1,10,1010.7,29.85,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
03/05/16 18:51,11.7,53.1,9.4,48.9,86,11.1,6.9,-9999,-9999,110,ESE,9.7,6,1010.1,29.83,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
03/05/16 19:34,11.7,53.1,10,50,89,7.4,4.6,-9999,-9999,80,East,4,2.5,1011.1,29.86,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
03/05/16 19:47,11,51.8,9,48.2,88,7.4,4.6,-9999,-9999,90,East,4.8,3,1011.1,29.86,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
03/05/16 19:51,11.1,52,9.4,48.9,89,7.4,4.6,-9999,-9999,0,Variable,4.8,3,1010.3,29.84,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
03/05/16 19:59,11.1,52,9.4,48.9,89,7.4,4.6,-9999,-9999,70,ENE,8,5,1011.1,29.86,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
03/05/16 20:43,11.1,52,9.4,48.9,89,9.3,5.8,-9999,-9999,120,ESE,12.9,8,1011.1,29.86,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
03/05/16 20:51,11.1,52,9.4,48.9,89,5.6,3.5,-9999,-9999,0,Variable,12.9,8,1010.5,29.84,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
03/05/16 20:58,11.1,52,9.4,48.9,89,7.4,4.6,-9999,-9999,110,ESE,11.3,7,1011.4,29.87,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
03/05/16 21:15,11.7,53.1,9.4,48.9,86,7.4,4.6,-9999,-9999,60,ENE,9.7,6,1011.4,29.87,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
03/05/16 21:51,11.1,52,9.4,48.9,89,5.6,3.5,-9999,-9999,70,ENE,9.7,6,1010.6,29.85,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
03/05/16 22:51,11.1,52,9.4,48.9,89,5.6,3.5,-9999,-9999,90,East,9.7,6,1010.4,29.84,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
03/05/16 23:51,11.1,52,9.4,48.9,89,7.4,4.6,-9999,-9999,80,East,6.4,4,1009.9,29.83,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
04/05/16 00:51,10.6,51.1,8.9,48,89,0,0,-9999,-9999,0,North,8,5,1009.8,29.82,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
04/05/16 01:26,10.6,51.1,8.9,48,89,0,0,-9999,-9999,0,North,4.8,3,1010,29.83,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
04/05/16 01:51,10.6,51.1,8.9,48,89,7.4,4.6,-9999,-9999,0,Variable,6.4,4,1009.2,29.81,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
04/05/16 02:08,10,50,8.9,48,93,5.6,3.5,-9999,-9999,0,Variable,9.7,6,1010,29.83,-999,-999,-9999,-9999,-9999,-9999,Overcast,cloudy,0,0,0,0,0,0
